,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149
0,0.9719,0.9658,0.9585,0.9497,0.9393,0.9268,0.9122,0.8950,0.8751,0.8521,0.8259,0.7964,0.7636,0.7274,0.6882,0.6463,0.6021,0.5561,0.5090,0.4615,0.4142,0.3679,0.3232,0.2806,0.2407,0.2038,0.1701,0.1397,0.1127,0.0890,0.0683,0.0505,0.0352,0.0223,0.0113,0.0022,-0.0055,-0.0118,-0.0171,-0.0215,-0.0251,-0.0280,-0.0305,-0.0325,-0.0341,-0.0354,-0.0365,-0.0374,-0.0381,-0.0387,-5.0000,-4.7959,-4.5918,-4.3878,-4.1837,-3.9796,-3.7755,-3.5714,-3.3673,-3.1633,-2.9592,-2.7551,-2.5510,-2.3469,-2.1429,-1.9388,-1.7347,-1.5306,-1.3265,-1.1224,-0.9184,-0.7143,-0.5102,-0.3061,-0.1020,0.1020,0.3061,0.5102,0.7143,0.9184,1.1224,1.3265,1.5306,1.7347,1.9388,2.1429,2.3469,2.5510,2.7551,2.9592,3.1633,3.3673,3.5714,3.7755,3.9796,4.1837,4.3878,4.5918,4.7959,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000
1,0.9719,0.9658,0.9585,0.9497,0.9393,0.9268,0.9122,0.8950,0.8751,0.8521,0.8259,0.7964,0.7636,0.7274,0.6882,0.6463,0.6021,0.5561,0.5090,0.4615,0.4142,0.3679,0.3232,0.2806,0.2407,0.2038,0.1701,0.1397,0.1127,0.0890,0.0683,0.0505,0.0352,0.0223,0.0113,0.0022,-0.0055,-0.0118,-0.0171,-0.0215,-0.0251,-0.0280,-0.0305,-0.0325,-0.0341,-0.0354,-0.0365,-0.0374,-0.0381,-0.0384,-5.0000,-4.7959,-4.5918,-4.3878,-4.1837,-3.9796,-3.7755,-3.5714,-3.3673,-3.1633,-2.9592,-2.7551,-2.5510,-2.3469,-2.1429,-1.9388,-1.7347,-1.5306,-1.3265,-1.1224,-0.9184,-0.7143,-0.5102,-0.3061,-0.1020,0.1020,0.3061,0.5102,0.7143,0.9184,1.1224,1.3265,1.5306,1.7347,1.9388,2.1429,2.3469,2.5510,2.7551,2.9592,3.1633,3.3673,3.5714,3.7755,3.9796,4.1837,4.3878,4.5918,4.7959,5.0000,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959,4.7959
2,0.9719,0.9658,0.9585,0.9497,0.9393,0.9268,0.9122,0.8950,0.8751,0.8521,0.8259,0.7964,0.7636,0.7274,0.6882,0.6463,0.6021,0.5561,0.5090,0.4615,0.4142,0.3679,0.3232,0.2806,0.2407,0.2038,0.1701,0.1397,0.1127,0.0890,0.0683,0.0505,0.0352,0.0223,0.0113,0.0022,-0.0055,-0.0118,-0.0171,-0.0215,-0.0251,-0.0280,-0.0305,-0.0325,-0.0341,-0.0354,-0.0365,-0.0374,-0.0378,-0.0381,-5.0000,-4.7959,-4.5918,-4.3878,-4.1837,-3.9796,-3.7755,-3.5714,-3.3673,-3.1633,-2.9592,-2.7551,-2.5510,-2.3469,-2.1429,-1.9388,-1.7347,-1.5306,-1.3265,-1.1224,-0.9184,-0.7143,-0.5102,-0.3061,-0.1020,0.1020,0.3061,0.5102,0.7143,0.9184,1.1224,1.3265,1.5306,1.7347,1.9388,2.1429,2.3469,2.5510,2.7551,2.9592,3.1633,3.3673,3.5714,3.7755,3.9796,4.1837,4.3878,4.5918,4.7959,5.0000,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918,4.5918
3,0.9719,0.9658,0.9585,0.9497,0.9393,0.9268,0.9122,0.8950,0.8751,0.8521,0.8259,0.7964,0.7636,0.7274,0.6882,0.6463,0.6021,0.5561,0.5090,0.4615,0.4142,0.3679,0.3232,0.2806,0.2407,0.2038,0.1701,0.1397,0.1127,0.0890,0.0683,0.0505,0.0352,0.0223,0.0113,0.0022,-0.0055,-0.0118,-0.0171,-0.0215,-0.0251,-0.0280,-0.0305,-0.0325,-0.0341,-0.0354,-0.0365,-0.0370,-0.0373,-0.0376,-5.0000,-4.7959,-4.5918,-4.3878,-4.1837,-3.9796,-3.7755,-3.5714,-3.3673,-3.1633,-2.9592,-2.7551,-2.5510,-2.3469,-2.1429,-1.9388,-1.7347,-1.5306,-1.3265,-1.1224,-0.9184,-0.7143,-0.5102,-0.3061,-0.1020,0.1020,0.3061,0.5102,0.7143,0.9184,1.1224,1.3265,1.5306,1.7347,1.9388,2.1429,2.3469,2.5510,2.7551,2.9592,3.1633,3.3673,3.5714,3.7755,3.9796,4.1837,4.3878,4.5918,4.7959,5.0000,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878,4.3878
4,0.9719,0.9658,0.9585,0.9497,0.9393,0.9268,0.9122,0.8950,0.8751,0.8521,0.8259,0.7964,0.7636,0.7274,0.6882,0.6463,0.6021,0.5561,0.5090,0.4615,0.4142,0.3679,0.3232,0.2806,0.2407,0.2038,0.1701,0.1397,0.1127,0.0890,0.0683,0.0505,0.0352,0.0223,0.0113,0.0022,-0.0055,-0.0118,-0.0171,-0.0215,-0.0251,-0.0280,-0.0305,-0.0325,-0.0341,-0.0354,-0.0360,-0.0364,-0.0368,-0.0371,-5.0000,-4.7959,-4.5918,-4.3878,-4.1837,-3.9796,-3.7755,-3.5714,-3.3673,-3.1633,-2.9592,-2.7551,-2.5510,-2.3469,-2.1429,-1.9388,-1.7347,-1.5306,-1.3265,-1.1224,-0.9184,-0.7143,-0.5102,-0.3061,-0.1020,0.1020,0.3061,0.5102,0.7143,0.9184,1.1224,1.3265,1.5306,1.7347,1.9388,2.1429,2.3469,2.5510,2.7551,2.9592,3.1633,3.3673,3.5714,3.7755,3.9796,4.1837,4.3878,4.5918,4.7959,5.0000,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837,4.1837
5,0.9719,0.9658,0.9585,0.9497,0.9393,0.9268,0.9122,0.8950,0.8751,0.8521,0.8259,0.7964,0.7636,0.7274,0.6882,0.6463,0.6021,0.5561,0.5090,0.4615,0.4142,0.3679,0.3232,0.2806,0.2407,0.2038,0.1701,0.1397,0.1127,0.0890,0.0683,0.0505,0.0352,0.0223,0.0113,0.0022,-0.0055,-0.0118,-0.0171,-0.0215,-0.0251,-0.0280,-0.0305,-0.0325,-0.0341,-0.0348,-0.0353,-0.0358,-0.0361,-0.0364,-5.0000,-4.7959,-4.5918,-4.3878,-4.1837,-3.9796,-3.7755,-3.5714,-3.3673,-3.1633,-2.9592,-2.7551,-2.5510,-2.3469,-2.1429,-1.9388,-1.7347,-1.5306,-1.3265,-1.1224,-0.9184,-0.7143,-0.5102,-0.3061,-0.1020,0.1020,0.3061,0.5102,0.7143,0.9184,1.1224,1.3265,1.5306,1.7347,1.9388,2.1429,2.3469,2.5510,2.7551,2.9592,3.1633,3.3673,3.5714,3.7755,3.9796,4.1837,4.3878,4.5918,4.7959,5.0000,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796,3.9796
6,0.9719,0.9658,0.9585,0.9497,0.9393,0.9268,0.9122,0.8950,0.8751,0.8521,0.8259,0.7964,0.7636,0.7274,0.6882,0.6463,0.6021,0.5561,0.5090,0.4615,0.4142,0.3679,0.3232,0.2806,0.2407,0.2038,0.1701,0.1397,0.1127,0.0890,0.0683,0.0505,0.0352,0.0223,0.0113,0.0022,-0.0055,-0.0118,-0.0171,-0.0215,-0.0251,-0.0280,-0.0305,-0.0325,-0.0333,-0.0339,-0.0345,-0.0349,-0.0353,-0.0356,-5.0000,-4.7959,-4.5918,-4.3878,-4.1837,-3.9796,-3.7755,-3.5714,-3.3673,-3.1633,-2.9592,-2.7551,-2.5510,-2.3469,-2.1429,-1.9388,-1.7347,-1.5306,-1.3265,-1.1224,-0.9184,-0.7143,-0.5102,-0.3061,-0.1020,0.1020,0.3061,0.5102,0.7143,0.9184,1.1224,1.3265,1.5306,1.7347,1.9388,2.1429,2.3469,2.5510,2.7551,2.9592,3.1633,3.3673,3.5714,3.7755,3.9796,4.1837,4.3878,4.5918,4.7959,5.0000,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755,3.7755
7,0.9719,0.9658,0.9585,0.9497,0.9393,0.9268,0.9122,0.8950,0.8751,0.8521,0.8259,0.7964,0.7636,0.7274,0.6882,0.6463,0.6021,0.5561,0.5090,0.4615,0.4142,0.3679,0.3232,0.2806,0.2407,0.2038,0.1701,0.1397,0.1127,0.0890,0.0683,0.0505,0.0352,0.0223,0.0113,0.0022,-0.0055,-0.0118,-0.0171,-0.0215,-0.0251,-0.0280,-0.0305,-0.0315,-0.0323,-0.0329,-0.0335,-0.0339,-0.0343,-0.0346,-5.0000,-4.7959,-4.5918,-4.3878,-4.1837,-3.9796,-3.7755,-3.5714,-3.3673,-3.1633,-2.9592,-2.7551,-2.5510,-2.3469,-2.1429,-1.9388,-1.7347,-1.5306,-1.3265,-1.1224,-0.9184,-0.7143,-0.5102,-0.3061,-0.1020,0.1020,0.3061,0.5102,0.7143,0.9184,1.1224,1.3265,1.5306,1.7347,1.9388,2.1429,2.3469,2.5510,2.7551,2.9592,3.1633,3.3673,3.5714,3.7755,3.9796,4.1837,4.3878,4.5918,4.7959,5.0000,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714,3.5714
8,0.9719,0.9658,0.9585,0.9497,0.9393,0.9268,0.9122,0.8950,0.8751,0.8521,0.8259,0.7964,0.7636,0.7274,0.6882,0.6463,0.6021,0.5561,0.5090,0.4615,0.4142,0.3679,0.3232,0.2806,0.2407,0.2038,0.1701,0.1397,0.1127,0.0890,0.0683,0.0505,0.0352,0.0223,0.0113,0.0022,-0.0055,-0.0118,-0.0171,-0.0215,-0.0251,-0.0280,-0.0292,-0.0302,-0.0311,-0.0317,-0.0323,-0.0327,-0.0331,-0.0334,-5.0000,-4.7959,-4.5918,-4.3878,-4.1837,-3.9796,-3.7755,-3.5714,-3.3673,-3.1633,-2.9592,-2.7551,-2.5510,-2.3469,-2.1429,-1.9388,-1.7347,-1.5306,-1.3265,-1.1224,-0.9184,-0.7143,-0.5102,-0.3061,-0.1020,0.1020,0.3061,0.5102,0.7143,0.9184,1.1224,1.3265,1.5306,1.7347,1.9388,2.1429,2.3469,2.5510,2.7551,2.9592,3.1633,3.3673,3.5714,3.7755,3.9796,4.1837,4.3878,4.5918,4.7959,5.0000,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673,3.3673
9,0.9719,0.9658,0.9585,0.9497,0.9393,0.9268,0.9122,0.8950,0.8751,0.8521,0.8259,0.7964,0.7636,0.7274,0.6882,0.6463,0.6021,0.5561,0.5090,0.4615,0.4142,0.3679,0.3232,0.2806,0.2407,0.2038,0.1701,0.1397,0.1127,0.0890,0.0683,0.0505,0.0352,0.0223,0.0113,0.0022,-0.0055,-0.0118,-0.0171,-0.0215,-0.0251,-0.0266,-0.0278,-0.0288,-0.0296,-0.0302,-0.0308,-0.0312,-0.0316,-0.0319,-5.0000,-4.7959,-4.5918,-4.3878,-4.1837,-3.9796,-3.7755,-3.5714,-3.3673,-3.1633,-2.9592,-2.7551,-2.5510,-2.3469,-2.1429,-1.9388,-1.7347,-1.5306,-1.3265,-1.1224,-0.9184,-0.7143,-0.5102,-0.3061,-0.1020,0.1020,0.3061,0.5102,0.7143,0.9184,1.1224,1.3265,1.5306,1.7347,1.9388,2.1429,2.3469,2.5510,2.7551,2.9592,3.1633,3.3673,3.5714,3.7755,3.9796,4.1837,4.3878,4.5918,4.7959,5.0000,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633,3.1633
